MUNICIPIO;IDMUNICIPIO;GENERACION_TOTAL_KG;ANIO
ACACIAS;0.0;20.0;2016
ACACIAS;0.0;36.97;2017
ACACIAS;0.0;10.0;2019
ACACIAS;0.0;43.0;2020
AGUACHICA;1.0;270.0;2015
AGUACHICA;1.0;67.0;2016
AGUACHICA;1.0;446.7;2017
AGUACHICA;1.0;2688.15;2019
AGUACHICA;1.0;2000.9;2020
AGUAZUL;2.0;91.7;2016
AGUAZUL;2.0;68.32;2017
AGUAZUL;2.0;0.4;2019
AGUAZUL;2.0;1.0;2020
AGUSTIN CODAZZI;3.0;314.5;2015
AGUSTIN CODAZZI;3.0;110.7;2016
AGUSTIN CODAZZI;3.0;149.0;2017
AGUSTIN CODAZZI;3.0;236.0;2019
AGUSTIN CODAZZI;3.0;717.5;2020
AIPE;4.0;7589.0;2016
AIPE;4.0;3.0;2017
AIPE;4.0;0.0;2019
AIPE;4.0;40.0;2020
ALBAN;5.0;37.800000000000004;2015
ALBAN;5.0;12.3;2016
ALBAN;5.0;75.9;2017
ALBANIA;6.0;20.0;2015
ALBANIA;6.0;53790.0;2019
ALCALA;7.0;16.0;2017
ALVARADO;8.0;17.0;2017
AMAGA;9.0;16.97;2017
AMAGA;9.0;16.5;2020
AMALFI;10.0;64.6;2017
AMALFI;10.0;106.9;2019
AMALFI;10.0;108.10000000000001;2020
ANDALUCIA;11.0;12.7;2015
ANDALUCIA;11.0;25.0;2016
ANDALUCIA;11.0;41.44;2017
ANDALUCIA;11.0;12.83;2019
ANDALUCIA;11.0;9.0;2020
ANGOSTURA;12.0;0.74;2016
ANGOSTURA;12.0;36.07;2017
ANGOSTURA;12.0;6.35;2019
ANGOSTURA;12.0;7.52;2020
ANORI;13.0;163.70000000000002;2019
ANORI;13.0;72.0;2020
ANSERMANUEVO;14.0;3.2;2017
APARTADO;15.0;21.0;2015
APARTADO;15.0;1238.0;2016
APARTADO;15.0;921.69;2017
APARTADO;15.0;414.0;2019
APARTADO;15.0;500.03999999999996;2020
ARACATACA;16.0;38.0;2015
ARACATACA;16.0;500.0;2017
ARACATACA;16.0;80.0;2019
ARACATACA;16.0;60.0;2020
ARAUCA;17.0;126.0;2015
ARAUCA;17.0;325.0;2016
ARAUCA;17.0;888.64;2017
ARAUCA;17.0;474.42;2019
ARAUCA;17.0;3450.21;2020
ARAUQUITA;18.0;3245.0;2015
ARAUQUITA;18.0;4597.5;2016
ARAUQUITA;18.0;989.5;2017
ARAUQUITA;18.0;10344.0;2019
ARAUQUITA;18.0;832.0;2020
ARBOLETES;19.0;16.97;2017
ARJONA;20.0;64.0;2015
ARJONA;20.0;146.0;2016
ARJONA;20.0;204.0;2017
ARJONA;20.0;712.1;2019
ARJONA;20.0;120.5;2020
ARMENIA;21.0;3862.0;2015
ARMENIA;21.0;2057.7;2016
ARMENIA;21.0;2772.67;2017
ARMENIA;21.0;4833.32;2019
ARMENIA;21.0;8169.85;2020
ARMERO GUAYABAL;22.0;39.2;2019
ARMERO GUAYABAL;22.0;2.5;2020
AYAPEL;23.0;16.97;2017
BAHIA SOLANO;24.0;1.0;2017
BAHIA SOLANO;24.0;333.0;2020
BALBOA;25.0;477.2;2015
BALBOA;25.0;1871.5;2016
BALBOA;25.0;1739.0;2017
BALBOA;25.0;1987.2;2019
BALBOA;25.0;21.2;2020
BARANOA;26.0;0.0;2015
BARANOA;26.0;4.0;2019
BARANOA;26.0;63.0;2020
BARBOSA;27.0;801.0;2015
BARBOSA;27.0;900.0;2016
BARBOSA;27.0;771.42;2017
BARBOSA;27.0;2258.5;2019
BARBOSA;27.0;4469.7;2020
BARRANCA DE UPIA;28.0;153.0;2019
BARRANCA DE UPIA;28.0;144.0;2020
BARRANCABERMEJA;29.0;4650.8;2015
BARRANCABERMEJA;29.0;1192.2;2016
BARRANCABERMEJA;29.0;31499.97;2017
BARRANCABERMEJA;29.0;60677.95;2019
BARRANCABERMEJA;29.0;45538.5;2020
BARRANQUILLA;30.0;15449.5;2015
BARRANQUILLA;30.0;141478.65;2016
BARRANQUILLA;30.0;82071.84;2017
BARRANQUILLA;30.0;15475.93;2019
BARRANQUILLA;30.0;16123.78;2020
BELALCAZAR;31.0;2.5;2017
BELEN DE UMBRIA;32.0;0.0;2019
BELLO;33.0;8698.9;2015
BELLO;33.0;7542.7;2016
BELLO;33.0;9902.35;2017
BELLO;33.0;2526.75;2019
BELLO;33.0;70482.20000000001;2020
BOAVITA;34.0;2.5;2019
BOGOTA, D.C.;35.0;465967.03;2015
BOGOTA, D.C.;35.0;621984.06;2016
BOGOTA, D.C.;35.0;2144151.48;2017
BOGOTA, D.C.;35.0;1766232.18;2019
BOGOTA, D.C.;35.0;803516.81;2020
BOJACA;36.0;60.26;2016
BOJACA;36.0;34.6;2017
BOJACA;36.0;62.550000000000004;2019
BOJACA;36.0;45.9;2020
BOLIVAR;37.0;324.0;2015
BOLIVAR;37.0;35.0;2016
BOLIVAR;37.0;33.0;2017
BOLIVAR;37.0;0.0;2019
BOLIVAR;37.0;2.0;2020
BRICENO;38.0;3.0;2019
BRICENO;38.0;332.9;2020
BUCARAMANGA;39.0;1100.0;2015
BUCARAMANGA;39.0;3596.5;2016
BUCARAMANGA;39.0;2772.27;2017
BUCARAMANGA;39.0;7209.5;2019
BUCARAMANGA;39.0;2369.58;2020
BUENAVENTURA;40.0;802.6;2015
BUENAVENTURA;40.0;296.68;2016
BUENAVENTURA;40.0;915.16;2017
BUENAVENTURA;40.0;10909.1;2019
BUENAVENTURA;40.0;381.5;2020
BUENAVISTA;41.0;33.94;2017
BUESACO;42.0;11.4;2019
BUGA;43.0;1646.81;2015
BUGALAGRANDE;44.0;49.0;2015
BUGALAGRANDE;44.0;0.2;2019
BUGALAGRANDE;44.0;0.47;2020
CABUYARO;45.0;30.0;2015
CABUYARO;45.0;340.0;2016
CABUYARO;45.0;18.0;2017
CABUYARO;45.0;157.0;2019
CABUYARO;45.0;30.0;2020
CACERES;46.0;16.97;2017
CAICEDONIA;47.0;42.2;2019
CAICEDONIA;47.0;13.9;2020
CAJAMARCA;48.0;145.3;2016
CAJAMARCA;48.0;53.0;2020
CAJICA;49.0;2068.2;2015
CAJICA;49.0;2848.83;2016
CAJICA;49.0;7104.1;2017
CAJICA;49.0;5359.75;2019
CAJICA;49.0;5494.9;2020
CALARCA;50.0;60.0;2015
CALARCA;50.0;37.7;2016
CALARCA;50.0;50.0;2019
CALDAS;51.0;81.0;2015
CALDAS;51.0;47.3;2016
CALDAS;51.0;137.91;2017
CALDAS;51.0;2559.4;2019
CALDAS;51.0;409.21;2020
CALI;52.0;23614.9;2015
CALI;52.0;30033.98;2016
CALI;52.0;49482.8;2017
CALI;52.0;52063.69;2019
CALI;52.0;38999.64;2020
CALIFORNIA;53.0;804.0;2019
CALIMA;54.0;110.0;2019
CALIMA;54.0;199.0;2020
CALOTO;55.0;864.9;2015
CALOTO;55.0;447.8;2016
CALOTO;55.0;520.8;2017
CALOTO;55.0;992.3;2019
CALOTO;55.0;141.5;2020
CAMPOALEGRE;56.0;66.5;2017
CAMPOALEGRE;56.0;25.0;2019
CAMPOALEGRE;56.0;59.379999999999995;2020
CANASGORDAS;57.0;6.21;2015
CANASGORDAS;57.0;1600.0;2017
CANASGORDAS;57.0;47.0;2019
CANDELARIA;58.0;380.0;2015
CANDELARIA;58.0;2452.1;2016
CANDELARIA;58.0;1905.15;2017
CANDELARIA;58.0;1916.0;2019
CANDELARIA;58.0;2583.1;2020
CAQUEZA;59.0;24.2;2020
CARACOLI;60.0;18.4;2015
CARACOLI;60.0;7.0;2019
CARACOLI;60.0;9.0;2020
CAREPA;61.0;1704.0;2015
CAREPA;61.0;0.1;2016
CAREPA;61.0;1.0;2017
CARMEN DE VIBORAL;62.0;18.0;2015
CAROLINA;63.0;22.6;2019
CARTAGENA DE INDIAS;64.0;3079.0;2015
CARTAGENA DE INDIAS;64.0;96840.18;2016
CARTAGENA DE INDIAS;64.0;80557.68000000001;2017
CARTAGENA DE INDIAS;64.0;59701.4;2019
CARTAGENA DE INDIAS;64.0;206697.52000000002;2020
CARTAGO;65.0;23.5;2015
CARTAGO;65.0;52.199999999999996;2016
CARTAGO;65.0;199.9;2017
CARTAGO;65.0;2644.4;2019
CARTAGO;65.0;252.79999999999998;2020
CASTILLA LA NUEVA;66.0;16.97;2017
CAUCASIA;67.0;34.0;2015
CAUCASIA;67.0;100.0;2016
CAUCASIA;67.0;241.87;2017
CAUCASIA;67.0;4125.5;2019
CAUCASIA;67.0;1314.3;2020
CERETE;68.0;340.0;2015
CERETE;68.0;29.05;2016
CERETE;68.0;353.35;2017
CERETE;68.0;31.1;2019
CERETE;68.0;703.0;2020
CHAPARRAL;69.0;32.0;2015
CHAPARRAL;69.0;13.9;2016
CHAPARRAL;69.0;13.0;2017
CHAPARRAL;69.0;15.0;2019
CHAPARRAL;69.0;12.49;2020
CHIA;70.0;5074.26;2015
CHIA;70.0;6413.43;2016
CHIA;70.0;2705.66;2017
CHIA;70.0;2654.27;2019
CHIA;70.0;3663.49;2020
CHIGORODO;71.0;39.0;2015
CHINCHINA;72.0;725.06;2015
CHINCHINA;72.0;973.1;2016
CHINCHINA;72.0;331.5;2017
CHINCHINA;72.0;17.9;2019
CHINCHINA;72.0;474.9;2020
CHIPAQUE;73.0;20.0;2017
CHIPAQUE;73.0;0.12;2020
CHIQUINQUIRA;74.0;97.4;2015
CHIQUINQUIRA;74.0;276.8;2016
CHIQUINQUIRA;74.0;161.2;2017
CHIQUINQUIRA;74.0;3.54;2019
CHIQUINQUIRA;74.0;141.75;2020
CHITA;75.0;6.0;2019
CHOCONTA;76.0;2.2;2015
CIENAGA;77.0;280.0;2015
CIENAGA;77.0;124.0;2016
CIENAGA;77.0;25.0;2017
CIENAGA;77.0;2370.0;2019
CIENAGA;77.0;3439.8;2020
CIENAGA DE ORO;78.0;21.97;2017
CIENAGA DE ORO;78.0;282.6;2019
CIENAGA DE ORO;78.0;474.0;2020
CIMITARRA;79.0;97.0;2015
CIMITARRA;79.0;22.7;2016
CIMITARRA;79.0;622.55;2017
CIMITARRA;79.0;28.3;2019
CIMITARRA;79.0;21.55;2020
CISNEROS;80.0;61.0;2015
CISNEROS;80.0;599.2;2019
CISNEROS;80.0;2.1;2020
CLEMENCIA;81.0;170.0;2019
CLEMENCIA;81.0;121.0;2020
COELLO;82.0;29.7;2017
COELLO;82.0;13.0;2019
COGUA;83.0;7.0;2015
COGUA;83.0;280.0;2016
COGUA;83.0;381.5;2019
COGUA;83.0;295.0;2020
COLOMBIA;84.0;0.5;2017
COLOMBIA;84.0;8.0;2019
COPACABANA;85.0;6122.509999999999;2015
COPACABANA;85.0;9530.199999999999;2016
COPACABANA;85.0;7231.17;2017
COPACABANA;85.0;7181.900000000001;2019
COPACABANA;85.0;2344.5;2020
CORDOBA;86.0;54.0;2017
COROZAL;87.0;285.97;2017
COTA;88.0;7279.15;2015
COTA;88.0;6072.02;2016
COTA;88.0;10090.6;2017
COTA;88.0;13315.789999999999;2019
COTA;88.0;13667.28;2020
CUCUNUBA;89.0;0.0;2019
CUCUTA;90.0;105.3;2015
CUCUTA;90.0;358.53;2016
CUCUTA;90.0;5625.3;2017
CUCUTA;90.0;10070.84;2019
CUCUTA;90.0;47518.1;2020
CUMBAL;91.0;8.0;2017
CUMBAL;91.0;10.2;2019
CUMBAL;91.0;57.5;2020
DABEIBA;92.0;69.9;2017
DAGUA;93.0;9.0;2015
DAGUA;93.0;1120.0;2016
DAGUA;93.0;193.0;2019
DIBULLA;94.0;1157.0;2015
DIBULLA;94.0;1117.75;2016
DIBULLA;94.0;1018.05;2017
DIBULLA;94.0;1041.15;2019
DIBULLA;94.0;3843.6600000000003;2020
DONMATIAS;95.0;14.0;2016
DONMATIAS;95.0;1319.97;2017
DONMATIAS;95.0;585.6;2019
DONMATIAS;95.0;108.0;2020
DOS QUEBRADAS;96.0;4293.99;2015
DOSQUEBRADAS;97.0;5891.7;2016
DOSQUEBRADAS;97.0;4667.07;2017
DOSQUEBRADAS;97.0;19481.66;2019
DOSQUEBRADAS;97.0;51655.82;2020
DUITAMA;98.0;19.0;2015
DUITAMA;98.0;1673.5;2016
DUITAMA;98.0;313.83;2017
DUITAMA;98.0;973.75;2019
DUITAMA;98.0;19530.45;2020
EL BAGRE;99.0;5634.0;2015
EL BAGRE;99.0;503.0;2016
EL BAGRE;99.0;4591.18;2017
EL BAGRE;99.0;161.20000000000002;2019
EL BAGRE;99.0;14.2;2020
EL CAIRO;100.0;3.4;2019
EL CARMEN DE ATRATO;101.0;5.6;2019
EL CARMEN DE BOLIVAR;102.0;12.0;2016
EL CARMEN DE VIBORAL;103.0;14.05;2016
EL CARMEN DE VIBORAL;103.0;83.66;2017
EL CARMEN DE VIBORAL;103.0;97.1;2020
EL CERRITO;104.0;623.0;2016
EL CERRITO;104.0;100.0;2017
EL CERRITO;104.0;130.0;2020
EL PASO;105.0;20.0;2015
EL PASO;105.0;0.0;2016
EL PASO;105.0;2.0;2017
EL PASO;105.0;6493.6;2019
EL PASO;105.0;10272.4;2020
EL PLAYON;106.0;78.27;2016
EL PLAYON;106.0;13.96;2017
EL PLAYON;106.0;15.0;2019
EL PLAYON;106.0;3.0;2020
EL RETEN;107.0;127.0;2019
EL RETEN;107.0;181.0;2020
EL ROSAL;108.0;602.5;2015
EL ROSAL;108.0;225.36;2016
EL ROSAL;108.0;181.4;2017
EL ROSAL;108.0;434.7;2019
EL ROSAL;108.0;428.39;2020
EL SANTUARIO;109.0;24.6;2017
EL SANTUARIO;109.0;227.0;2019
EL SANTUARIO;109.0;2600.0;2020
EL TAMBO;110.0;12.0;2017
EL TARRA;111.0;32.0;2015
EL TARRA;111.0;12.0;2016
EL TARRA;111.0;12.0;2017
ENTRERRIOS;112.0;19.0;2015
ENTRERRIOS;112.0;7.7;2016
ENTRERRIOS;112.0;25.77;2017
ENTRERRIOS;112.0;108.1;2019
ENTRERRIOS;112.0;43.0;2020
ENVIGADO;113.0;209.2;2015
ENVIGADO;113.0;7071.2;2016
ENVIGADO;113.0;10582.6;2017
ENVIGADO;113.0;4456.41;2019
ENVIGADO;113.0;16574.1;2020
ESPINAL;114.0;38.0;2015
ESPINAL;114.0;236.63;2016
ESPINAL;114.0;1287.47;2017
ESPINAL;114.0;3951.68;2019
ESPINAL;114.0;577.2;2020
FACATATIVA;115.0;2750.7999999999997;2015
FACATATIVA;115.0;824.26;2016
FACATATIVA;115.0;2645.52;2017
FACATATIVA;115.0;1920.71;2019
FACATATIVA;115.0;2180.05;2020
FALAN;116.0;5.2;2020
FIRAVITOBA;117.0;44.7;2019
FIRAVITOBA;117.0;27.5;2020
FLANDES;118.0;0.0;2015
FLORENCIA;119.0;135.2;2017
FLORENCIA;119.0;185.0;2019
FLORENCIA;119.0;460.4;2020
FLORIDA;120.0;360.0;2017
FLORIDA;120.0;526.3;2019
FLORIDA;120.0;11.4;2020
FLORIDABLANCA;121.0;136.0;2015
FLORIDABLANCA;121.0;509.1;2016
FLORIDABLANCA;121.0;438.5;2017
FLORIDABLANCA;121.0;963.9300000000001;2019
FLORIDABLANCA;121.0;427.0;2020
FONSECA;122.0;11.9;2016
FONSECA;122.0;65.22;2017
FONSECA;122.0;262.5;2019
FONSECA;122.0;7.5;2020
FRESNO;123.0;48.9;2015
FRESNO;123.0;73.0;2016
FRESNO;123.0;146.68;2017
FRONTINO;124.0;4.0;2015
FUNES;125.0;2.0;2017
FUNZA;126.0;10688.32;2015
FUNZA;126.0;17556.11;2016
FUNZA;126.0;21737.03;2017
FUNZA;126.0;7712.99;2019
FUNZA;126.0;111121.66;2020
FUQUENE;127.0;129.0;2019
FUQUENE;127.0;60.0;2020
FUSAGASUGA;128.0;282.54;2015
FUSAGASUGA;128.0;824.7;2016
FUSAGASUGA;128.0;288.49;2017
FUSAGASUGA;128.0;486.69;2019
FUSAGASUGA;128.0;372.7;2020
GACHANCIPA;129.0;40.0;2015
GACHANCIPA;129.0;27.0;2017
GACHANCIPA;129.0;23.1;2020
GALAPA;130.0;70.0;2015
GALAPA;130.0;1408.7;2016
GALAPA;130.0;1453.4;2017
GALAPA;130.0;4040.75;2019
GALAPA;130.0;5744.7;2020
GALERAS;131.0;16.97;2017
GARAGOA;132.0;16.0;2015
GARAGOA;132.0;6.4;2017
GARAGOA;132.0;1.0;2019
GARAGOA;132.0;27.0;2020
GARZON;133.0;390.0;2016
GARZON;133.0;38.75;2017
GARZON;133.0;56.1;2019
GARZON;133.0;138.6;2020
GIGANTE;134.0;31.0;2019
GIGANTE;134.0;2.0;2020
GINEBRA;135.0;75.6;2015
GINEBRA;135.0;142.5;2016
GINEBRA;135.0;106.5;2017
GINEBRA;135.0;352.9;2019
GINEBRA;135.0;297.6;2020
GIRARDOT;136.0;1540.52;2015
GIRARDOT;136.0;1307.56;2016
GIRARDOT;136.0;967.52;2017
GIRARDOT;136.0;1087.6;2019
GIRARDOT;136.0;652.1;2020
GIRARDOTA;137.0;934.07;2015
GIRARDOTA;137.0;1808.22;2016
GIRARDOTA;137.0;823.57;2017
GIRARDOTA;137.0;4310.7;2019
GIRARDOTA;137.0;2145.8;2020
GIRON;138.0;3284.26;2015
GIRON;138.0;5034.19;2016
GIRON;138.0;3612.91;2017
GIRON;138.0;1167.35;2019
GIRON;138.0;871.9;2020
GOMEZ PLATA;139.0;17.5;2017
GOMEZ PLATA;139.0;31.9;2019
GOMEZ PLATA;139.0;41.800000000000004;2020
GRANADA;140.0;6.19;2016
GRANADA;140.0;30.35;2019
GRANADA;140.0;1.0;2020
GUACARI;141.0;100.0;2015
GUACARI;141.0;834.0;2016
GUACARI;141.0;72.62;2017
GUACARI;141.0;92.06;2019
GUACARI;141.0;329.02;2020
GUACHENE;142.0;3607.4;2015
GUACHENE;142.0;1561.0;2016
GUACHENE;142.0;647.0;2017
GUACHENE;142.0;448.0;2019
GUACHENE;142.0;12.0;2020
GUADALAJARA DE BUGA;143.0;1989.93;2016
GUADALAJARA DE BUGA;143.0;761.42;2017
GUADALAJARA DE BUGA;143.0;3284.25;2019
GUADALAJARA DE BUGA;143.0;13190.08;2020
GUADALUPE;144.0;19.0;2017
GUADALUPE;144.0;109.2;2019
GUADALUPE;144.0;22.2;2020
GUADUAS;145.0;22.0;2015
GUADUAS;145.0;6.0;2016
GUADUAS;145.0;51.0;2017
GUADUAS;145.0;11362.2;2019
GUADUAS;145.0;617.0;2020
GUAMO;146.0;14.0;2017
GUARNE;147.0;2688.4;2015
GUARNE;147.0;25276.0;2016
GUARNE;147.0;96.28999999999999;2017
GUARNE;147.0;31462.55;2019
GUARNE;147.0;21964.4;2020
GUASCA;148.0;156.95;2015
GUASCA;148.0;55.0;2016
GUASCA;148.0;54.0;2020
GUATAVITA;149.0;5863.0;2015
GUATEQUE;150.0;10.0;2015
GUATEQUE;150.0;259.6;2016
GUATEQUE;150.0;124.15;2017
GUATEQUE;150.0;3.0;2019
GUATEQUE;150.0;55.0;2020
GUAYABETAL;151.0;4.7;2020
HERVEO;152.0;7.1;2015
HERVEO;152.0;0.0;2016
HERVEO;152.0;216.7;2017
HONDA;153.0;50.91;2017
HONDA;153.0;16.5;2020
IBAGUE;154.0;1922.9;2015
IBAGUE;154.0;1895.0;2016
IBAGUE;154.0;5290.64;2017
IBAGUE;154.0;5029.54;2019
